日期,模型,计划购电费,调整费,紧急购电费,紧急购电量,总费用,末SOC,阶段,v_term,价格预测MAE,计划紧急购电量,计划紧急购电费
2025-01-25,A,20287.685823546853,0.0,780.5255368112284,409.590169088445,21068.21136035808,10762.656337278515,init,0.5026534391534392,0.15257132936507936,0.0,0.0
2025-01-26,A,67521.97118955966,0.0,9680.535945863785,2324.4720701672304,77202.50713542344,10744.814862520318,init,0.49998359788359786,0.06394434523809525,0.0,0.0
2025-01-27,A,67023.04529595884,0.0,2340.214987609663,543.4398430867222,69363.26028356851,10639.594969922879,init,0.49859841269841276,0.046439880952380955,0.0,0.0
2025-01-28,A,65970.17638185335,0.0,9310.29641952939,2129.4438816410043,75280.47280138274,10741.834135466723,init,0.49627883597883604,0.058983531746031756,0.0,0.0
2025-01-29,A,65837.23273248665,0.0,768.0652626700974,208.85837524892213,66605.29799515674,10753.60277509878,init,0.49819894179894175,0.0435561507936508,0.0,0.0
2025-01-30,A,65266.26007867226,0.0,4471.593863205825,786.8203618892852,69737.85394187809,10748.421647493084,init,0.49724074074074076,0.055001884920634916,0.0,0.0
2025-01-31,A,18777.160149358086,0.0,2300.0835931709366,994.7171515348356,21077.243742529023,10798.335358978991,init,0.49715238095238096,0.1351202380952381,0.0,0.0
2025-02-01,A,18371.414822394778,0.0,337.91319545177936,101.29064592704648,18709.328017846557,10794.875542319029,calibration,0.49730952380952387,0.1951779761904762,0.0,0.0
2025-02-02,A,62510.120265644524,0.0,770.3003461455733,144.05243936064903,63280.4206117901,10800.0,calibration,0.49425608465608467,0.057532539682539685,0.0,0.0
2025-02-03,A,62380.87598579807,0.0,1371.9983961868097,304.113900507216,63752.87438198488,10800.0,calibration,0.49102910052910054,0.05969831349206348,0.0,0.0
2025-02-04,A,62448.10233531201,0.0,3952.6162525038108,856.7992299686155,66400.71858781582,10732.771775776291,calibration,0.48829100529100533,0.05257599206349204,0.0,0.0
2025-02-05,A,58732.77828245487,0.0,9858.26882892392,2276.424699307653,68591.0471113788,10800.0,calibration,0.48388835978835976,0.052722519841269834,0.0,0.0
2025-02-06,A,58995.00330294834,0.0,6230.075409458891,1614.2609600304381,65225.07871240723,10720.451147341377,calibration,0.48334126984126985,0.05190386904761904,0.0,0.0
2025-02-07,A,16437.103908312485,0.0,567.4396830207675,217.52362771155506,17004.54359133325,10726.59632495071,calibration,0.4790539682539683,0.1538861111111111,0.0,0.0
2025-02-08,A,15280.157357499236,0.0,3182.6502736388393,1098.0183395095285,18462.807631138076,10736.094784553994,calibration,0.47338730158730163,0.1459512896825397,0.0,0.0
2025-02-09,A,56450.16664972502,0.0,12712.187201879133,2998.64879842933,69162.35385160416,10699.797857878142,calibration,0.47297566137566144,0.058759722222222206,0.0,0.0
2025-02-10,A,56097.17787778028,0.0,3042.8153923924924,833.1967855139908,59139.993270172774,10628.696089680823,calibration,0.4722402116402117,0.03834414682539684,0.0,0.0
2025-02-11,A,55562.48875546317,0.0,5487.153637592319,1160.5272316584474,61049.64239305549,10800.0,calibration,0.4720507936507936,0.04770833333333334,0.0,0.0
2025-02-12,A,55751.145381169015,0.0,2850.7915749883664,679.1646353485753,58601.936956157384,10744.637998370474,calibration,0.4733280423280424,0.04982857142857143,0.0,0.0
2025-02-13,A,54594.47267176089,0.0,2749.412532575622,878.4839872646286,57343.88520433651,10730.504902084183,calibration,0.4705460317460317,0.04360505952380952,0.0,0.0
2025-02-14,A,14812.160154458377,0.0,3090.3177317360205,1471.8905262296848,17902.4778861944,10710.116191440253,calibration,0.47089947089947093,0.14283492063492062,0.0,0.0
2025-02-15,A,15399.432264048046,0.0,2076.4013968633744,894.8403071190905,17475.83366091142,10626.11215530509,calibration,0.4718179894179894,0.13493888888888889,0.0,0.0
2025-02-16,A,53377.940659290995,0.0,7899.69782428639,1938.088135904697,61277.638483577386,10746.966381869,calibration,0.4736047619047618,0.06151706349206349,0.0,0.0
2025-02-17,A,52752.43057104746,0.0,2591.421190349133,675.4107752987697,55343.85176139659,10735.337905080065,calibration,0.47256455026455013,0.051036805555555564,0.0,0.0
2025-02-18,A,51737.05270087527,0.0,2414.3594233928006,667.6073538470561,54151.41212426807,10799.655431794756,calibration,0.47414814814814815,0.05028849206349206,0.0,0.0
2025-02-19,A,51451.275760156124,0.0,5595.735496684052,1351.8262234668662,57047.011256840175,10535.75207910447,calibration,0.4713571428571428,0.05365218253968255,0.0,0.0
2025-02-20,A,51708.69181794247,0.0,1853.373878094591,544.3146650370937,53562.06569603706,10657.820864546833,calibration,0.47265978835978834,0.055220932539682556,0.0,0.0
2025-02-21,A,14895.419753325765,0.0,662.4263100208889,287.2079603412571,15557.846063346653,10669.897893903491,calibration,0.473063492063492,0.14571785714285715,0.0,0.0
2025-02-22,A,14967.906049457895,0.0,2815.1027957137385,1194.5707276780436,17783.008845171633,10689.027944379673,calibration,0.47281587301587313,0.12959176587301588,0.0,0.0
2025-02-23,A,50669.6081710974,0.0,3680.204124507624,1072.9093811839405,54349.81229560503,10676.383517674609,calibration,0.4718915343915344,0.053621428571428584,0.0,0.0
2025-02-24,A,49925.044094174664,0.0,2070.253308946403,467.2821781574727,51995.29740312107,10751.526629621188,calibration,0.47184973544973535,0.04930882936507937,0.0,0.0
2025-02-25,A,48906.50553947198,0.0,1607.589545856128,451.74653915900365,50514.09508532811,10684.764545310085,calibration,0.470436507936508,0.041781547619047614,0.0,0.0
2025-02-26,A,49110.85406830079,0.0,3485.429398950644,1042.4798064157642,52596.28346725143,10772.49507288161,calibration,0.47081111111111107,0.05066349206349207,0.0,0.0
2025-02-27,A,47130.86630313835,0.0,3134.5458244134306,680.685948292899,50265.412127551775,10768.892632568732,calibration,0.471189417989418,0.04860396825396824,0.0,0.0
2025-02-28,A,13834.800452329295,0.0,1099.5447642003878,552.2815656679893,14934.345216529682,10728.152015236059,calibration,0.47052751322751324,0.13722271825396823,0.0,0.0
2025-03-01,A,14013.227894217143,0.0,566.2029403706803,194.92156822827454,14579.430834587823,10768.679107277005,calibration,0.4690243386243387,0.13950486111111113,0.0,0.0
2025-03-02,A,47600.0993076874,0.0,21252.59748758749,5506.878705956387,68852.69679527488,10732.803509897729,calibration,0.4657164021164021,0.06790456349206347,0.0,0.0
2025-03-03,A,47375.602347262145,0.0,18975.215169925454,4484.650767253505,66350.81751718759,10749.302238624316,calibration,0.4645825396825396,0.06589791666666667,0.0,0.0
2025-03-04,A,48137.85381271189,0.0,4523.835672825707,1351.1511361049186,52661.689485537594,10670.20503196846,calibration,0.46330582010582017,0.05184285714285715,0.0,0.0
2025-03-05,A,46217.736243396255,0.0,2650.92690857201,646.4688472903339,48868.66315196826,10692.126975145313,calibration,0.46334708994708995,0.04629742063492062,0.0,0.0
2025-03-06,A,46025.940261040334,0.0,1916.8685818495123,503.4437655758913,47942.80884288985,10617.426262521805,calibration,0.458679365079365,0.04774156746031746,0.0,0.0
2025-03-07,A,13037.900356333234,0.0,1321.830448938739,515.2698499091769,14359.730805271973,10775.797374713453,calibration,0.45631587301587295,0.1406079365079365,0.0,0.0
2025-03-08,A,12885.067413439,0.0,1319.607444727817,656.754669124066,14204.674858166816,10736.094279531158,calibration,0.4559460317460317,0.15116150793650796,0.0,0.0
2025-03-09,A,43527.73612162159,0.0,4592.70232735193,1469.9090235140247,48120.43844897352,10750.767611769825,calibration,0.45648359788359794,0.04534335317460317,0.0,0.0
2025-03-10,A,44812.976058857814,0.0,14088.627542174718,3900.722645353371,58901.60360103253,10666.229003088489,calibration,0.45693015873015874,0.06240009920634922,0.0,0.0
2025-03-11,A,43337.645746649665,0.0,4420.723278207414,1176.3044339606963,47758.36902485708,10274.249153796782,calibration,0.4566465608465608,0.05405089285714286,0.0,0.0
2025-03-12,A,43636.893072790655,0.0,2856.5643202590663,787.6415328578913,46493.45739304972,10619.4522031585,calibration,0.45587671957671955,0.048841567460317474,0.0,0.0
2025-03-13,A,43916.81633057242,0.0,13710.349319724704,3622.557802656779,57627.16565029713,10674.778026294196,calibration,0.4563804232804233,0.0678621031746032,0.0,0.0
2025-03-14,A,12330.287424213753,0.0,1987.7372420518382,637.9724896075681,14318.024666265592,10729.832658349684,calibration,0.45648571428571433,0.14629573412698413,0.0,0.0
2025-03-15,A,12783.19837647189,0.0,3089.049520624883,1303.7798811849732,15872.247897096773,10617.69506190449,calibration,0.4549883597883598,0.13138422619047618,0.0,0.0
2025-03-16,A,42633.86797205437,0.0,5344.238808697524,1545.0760761078589,47978.1067807519,10647.62601953112,calibration,0.45557248677248685,0.0531282738095238,0.0,0.0
2025-03-17,A,41241.59716435736,0.0,622.5234272102168,240.4047322107263,41864.120591567575,10183.412514664675,calibration,0.45470052910052905,0.03631359126984128,0.0,0.0
2025-03-18,A,41338.24474124248,0.0,5225.444200271114,1126.9932635831815,46563.688941513596,10675.908597677,calibration,0.45277989417989417,0.048267757936507935,0.0,0.0
2025-03-19,A,40658.81822025373,0.0,2186.204405018463,572.472640336723,42845.02262527219,10783.780942543182,calibration,0.4518751322751323,0.04881170634920636,0.0,0.0
2025-03-20,A,40658.90965580489,0.0,4428.161378485307,1258.7707468611366,45087.0710342902,10183.832127327967,calibration,0.4522597883597884,0.056766964285714275,0.0,0.0
2025-03-21,A,11935.697227575078,0.0,1036.1331903574167,388.0621534550854,12971.830417932495,10668.660849232609,calibration,0.4530079365079365,0.1536701388888889,0.0,0.0
2025-03-22,A,12339.603623932042,0.0,2096.842096349325,943.4473280287524,14436.445720281366,10728.658119431333,calibration,0.45365873015873015,0.13372331349206348,0.0,0.0
2025-03-23,A,39368.554258177945,0.0,3794.711013096324,1153.218954695405,43163.26527127427,10751.808624007312,calibration,0.452205291005291,0.05060575396825398,0.0,0.0
2025-03-24,A,38879.46090869168,0.0,2926.3532969641096,912.4945402130713,41805.81420565579,10546.008442348339,calibration,0.45250634920634913,0.05461378968253968,0.0,0.0
2025-03-25,A,39017.23915276272,0.0,7809.6365888754035,2477.7798108993616,46826.87574163812,10664.080420027141,calibration,0.45285026455026456,0.0572953373015873,0.0,0.0
2025-03-26,A,38965.16676189209,0.0,460.6055366581292,181.71863525298355,39425.77229855022,10686.558409933199,calibration,0.45108095238095236,0.047057440476190475,0.0,0.0
2025-03-27,A,38118.72193822134,0.0,3879.538874978906,1172.1171754206748,41998.26081320024,10203.045139339629,calibration,0.4509153439153438,0.05638541666666666,0.0,0.0
2025-03-28,A,11703.414907987677,0.0,253.133156335538,139.68627817622627,11956.548064323215,10271.736268729897,calibration,0.449647619047619,0.13822063492063494,0.0,0.0
2025-03-29,A,11464.649009792822,0.0,612.3003982079686,229.7388566124808,12076.94940800079,9544.746305376884,calibration,0.450710582010582,0.15139275793650792,0.0,0.0
2025-03-30,A,37040.186526077196,0.0,2797.320248085867,986.6590444427386,39837.50677416306,10736.183396716955,calibration,0.4536047619047619,0.049554464285714285,0.0,0.0
2025-03-31,A,36630.230678635184,0.0,8932.552838972404,2592.458800253657,45562.78351760759,10395.99581543043,calibration,0.45265873015873015,0.05669087301587302,0.0,0.0
2025-04-01,A,37745.71850216259,0.0,12746.45380199663,4194.2900863480845,50492.17230415922,10783.948814872196,eval,0.4515280423280424,0.0719405753968254,0.0,0.0
2025-04-02,A,36554.87050722359,0.0,18937.920867208777,5023.9604172379695,55492.79137443237,10753.210103700905,eval,0.45426084656084664,0.06762728174603175,0.0,0.0
2025-04-03,A,37274.48052865179,0.0,4555.383707289702,1145.9925597465283,41829.86423594149,10673.224268819606,eval,0.4561820105820106,0.06061577380952383,0.0,0.0
2025-04-04,A,11029.39252694885,0.0,306.31504388148323,182.12833249372665,11335.707570830333,10747.91935507087,eval,0.45736878306878304,0.14913710317460319,0.0,0.0
2025-04-05,A,11574.84876909211,0.0,3420.997515891807,1462.8339145895645,14995.846284983916,10673.225788519427,eval,0.4554814814814816,0.1311729166666667,0.0,0.0
2025-04-06,A,36707.89852414343,0.0,1683.5163464698335,435.151929500409,38391.41487061326,10781.43622154787,eval,0.45346243386243396,0.04986498015873016,0.0,0.0
2025-04-07,A,36304.572442266304,0.0,2830.126172458751,1000.8961350823166,39134.69861472506,10702.830180086505,eval,0.4558476190476191,0.05191001984126983,0.0,0.0
2025-04-08,A,35716.2527438828,0.0,4552.597997738785,1082.3139130385466,40268.85074162158,10655.92012266833,eval,0.45664920634920636,0.050626984126984124,0.0,0.0
2025-04-09,A,35977.87901855959,0.0,13165.921632142501,4242.090670176795,49143.80065070209,10694.915846134309,eval,0.4555074074074074,0.06723720238095238,0.0,0.0
2025-04-10,A,35732.11138971578,0.0,2784.6703936075774,737.6649478531076,38516.78178332336,10763.334083582973,eval,0.45338412698412706,0.05992212301587301,0.0,0.0
2025-04-11,A,10617.576712039005,0.0,620.4202045317991,310.0092926216555,11237.996916570804,10197.779309343954,eval,0.4523375661375661,0.15134126984126983,0.0,0.0
2025-04-12,A,11165.401732829534,0.0,1143.1837325040094,600.3194168463785,12308.585465333543,10289.46042755361,eval,0.45481058201058205,0.13979117063492064,0.0,0.0
2025-04-13,A,34932.24957592376,0.0,3193.4706076125503,1089.4158283231607,38125.72018353631,10207.551062512593,eval,0.45294973544973555,0.059799702380952384,0.0,0.0
2025-04-14,A,34523.98117146986,0.0,2883.777256900928,901.8076389292296,37407.758428370784,10781.825737721058,eval,0.45337301587301587,0.05116130952380953,0.0,0.0
2025-04-15,A,34291.87777084551,0.0,3878.2109744297304,1208.9735721267273,38170.088745275236,10770.663524935946,eval,0.4556465608465607,0.04900436507936509,0.0,0.0
2025-04-16,A,34374.81885763879,0.0,7680.310420023018,2811.760224057737,42055.12927766181,10620.164829026198,eval,0.4550328042328041,0.06689652777777777,0.0,0.0
2025-04-17,A,33698.494443443225,0.0,3782.1910548738865,1193.1463027218842,37480.685498317114,10705.929285082719,eval,0.4568486772486773,0.05517619047619049,0.0,0.0
2025-04-18,A,10310.360029437663,0.0,1630.601628776671,818.9059149995383,11940.961658214334,10756.586943673006,eval,0.45714232804232807,0.13584444444444443,0.0,0.0
2025-04-19,A,9968.630047708994,0.0,585.5232957021576,310.1814098461824,10554.153343411152,9552.080958046414,eval,0.4573312169312169,0.13859573412698412,0.0,0.0
2025-04-20,A,34170.92550421899,0.0,2588.513214455665,912.3696993048236,36759.43871867465,10694.818466434595,eval,0.4606984126984128,0.053529960317460316,0.0,0.0
2025-04-21,A,33118.72814269022,0.0,1497.3410138197119,628.2228480962866,34616.06915650993,10628.881103064288,eval,0.45873597883597883,0.04580932539682539,0.0,0.0
2025-04-22,A,33476.541425614785,0.0,5544.766188919752,2008.7485987216985,39021.30761453454,10667.660683840104,eval,0.4576507936507937,0.060242261904761896,0.0,0.0
2025-04-23,A,33318.539780352774,0.0,4438.449933020631,1679.9600536142923,37756.989713373405,10771.342029600999,eval,0.45945925925925923,0.05768124999999999,0.0,0.0
2025-04-24,A,32751.93367070105,0.0,1315.494405222622,365.989741974368,34067.42807592367,10765.637764532928,eval,0.4612582010582011,0.0493328373015873,0.0,0.0
2025-04-25,A,9604.430706551557,0.0,294.9362516158916,91.11767030373923,9899.366958167448,10708.068456598961,eval,0.46247142857142853,0.15006011904761907,0.0,0.0
2025-04-26,A,10061.608339101458,0.0,2897.7433767612747,1237.1511962224322,12959.351715862733,10115.31351173317,eval,0.4604343915343916,0.15092718253968254,0.0,0.0
2025-04-27,A,31605.361279149256,0.0,6047.081277678568,1484.576940428497,37652.442556827824,10710.474803510426,eval,0.4590957671957673,0.05493998015873017,0.0,0.0
2025-04-28,A,32024.25704728829,0.0,25646.718212640713,8003.542198517967,57670.97525992901,10771.861913263789,eval,0.45826455026455026,0.08564384920634921,0.0,0.0
2025-04-29,A,31673.144884655107,0.0,4910.6850427344225,1258.8127600577457,36583.82992738953,10792.751036024165,eval,0.45860052910052906,0.04940337301587302,0.0,0.0
2025-04-30,A,31139.742125958353,0.0,5536.213965692656,2173.8924653678014,36675.95609165101,10652.893830721969,eval,0.45716137566137566,0.05083402777777778,0.0,0.0
2025-05-01,A,32196.666158118423,0.0,18709.801643515886,3710.4174907386555,50906.46780163431,10034.874665304986,eval,0.4539862433862434,0.07086815476190475,0.0,0.0
2025-05-02,A,10694.365981078558,0.0,19345.42796123829,6146.798850505384,30039.793942316846,10227.448377151766,eval,0.4527296296296297,0.09780684523809523,0.0,0.0
2025-05-03,A,10388.756323219917,0.0,12044.195800240588,3426.6863531708245,22432.952123460505,9763.196686068697,eval,0.455978306878307,0.12078948412698412,0.0,0.0
2025-05-04,A,33512.08773559817,0.0,13385.201549176,3077.757133790751,46897.289284774175,9552.80837359965,eval,0.4565640211640212,0.05533789682539682,0.0,0.0
2025-05-05,A,33698.74523959545,0.0,17305.187771518864,4479.5302714607105,51003.93301111432,9641.879304472795,eval,0.45834021164021166,0.06813918650793653,0.0,0.0
2025-05-06,A,33577.44164712942,0.0,12218.182697460225,3116.2596715262534,45795.62434458964,8685.162809615884,eval,0.45842804232804224,0.06247103174603175,0.0,0.0
2025-05-07,A,35841.17340677677,0.0,8478.632427410465,2298.247519247421,44319.80583418723,8596.88911799428,eval,0.4613322751322752,0.062067956349206366,0.0,0.0
2025-05-08,A,36359.09866738836,0.0,9724.403618400487,3176.98140854841,46083.50228578885,7950.155227576943,eval,0.4637100529100529,0.0629389880952381,0.0,0.0
2025-05-09,A,12585.869028280786,0.0,794.7691809676379,355.9130293882412,13380.638209248424,8825.70053137016,eval,0.4640820105820106,0.13854603174603175,0.0,0.0
2025-05-10,A,12692.859089067024,0.0,3705.192456656574,1761.2656689538708,16398.051545723596,8016.296729960742,eval,0.4621883597883598,0.12751894841269842,0.0,0.0
2025-05-11,A,35639.22915179735,0.0,7406.575567601163,2256.9403064235685,43045.80471939851,6479.067333879344,eval,0.46208465608465604,0.061195833333333324,0.0,0.0
2025-05-12,A,37540.45742288769,0.0,5169.5455364498885,1710.2522690758024,42710.00295933758,8053.672277676871,eval,0.46352222222222217,0.05152638888888889,0.0,0.0
2025-05-13,A,35664.36302278049,0.0,2520.669331672733,704.195332613767,38185.03235445322,7430.790075509676,eval,0.4644613756613757,0.058716666666666674,0.0,0.0
2025-05-14,A,35457.77516582068,0.0,1899.964386565437,653.2039057174865,37357.73955238612,7058.390381053936,eval,0.4616857142857144,0.04893948412698413,0.0,0.0
2025-05-15,A,35609.596561190345,0.0,4272.778937687552,1167.0411456799707,39882.3754988779,6701.733958669953,eval,0.45981428571428573,0.05462807539682538,0.0,0.0
2025-05-16,A,10372.955621270714,0.0,222.3258195085072,131.71278316744065,10595.281440779221,3888.5360363525915,eval,0.4595153439153439,0.15624176587301586,0.0,0.0
2025-05-17,A,11728.34183014174,0.0,5987.256372762951,2505.781602063963,17715.598202904694,4771.1570144571215,eval,0.45778253968253957,0.12560763888888887,0.0,0.0
2025-05-18,A,34785.29601461192,0.0,5953.092717150403,2271.0262855756055,40738.38873176232,4395.264094794479,eval,0.45744920634920627,0.05614077380952382,0.0,0.0
2025-05-19,A,34030.03715255222,0.0,2038.219130271883,427.7274274597383,36068.256282824106,4103.137170322943,eval,0.4556920634920636,0.04694136904761906,0.0,0.0
2025-05-20,A,34350.57977606813,0.0,11604.738928610997,3395.7920004654193,45955.31870467913,4703.508827683292,eval,0.45464550264550263,0.06721289682539683,0.0,0.0
2025-05-21,A,35501.86574176911,0.0,5652.251800575175,1607.905796251037,41154.117542344284,6986.734989972517,eval,0.45527037037037027,0.05793978174603176,0.0,0.0
2025-05-22,A,33322.64679134881,0.0,3437.4772099721195,929.4895234723646,36760.12400132093,5982.823745033503,eval,0.457268253968254,0.05686339285714285,0.0,0.0
2025-05-23,A,11440.836640792546,0.0,3319.23049209056,1537.237228153971,14760.067132883105,7388.384283999214,eval,0.45737830687830694,0.1360205357142857,0.0,0.0
2025-05-24,A,11718.032042413015,0.0,411.5201014492667,219.29872904234682,12129.552143862282,7545.4892596464415,eval,0.46061111111111114,0.14165763888888888,0.0,0.0
2025-05-25,A,34490.75357830452,0.0,1890.153944250249,449.2229076173284,36380.907522554764,8684.203516469923,eval,0.46305661375661383,0.05378878968253967,0.0,0.0
2025-05-26,A,33322.31948837299,0.0,15714.373973726848,4999.9903259931425,49036.693462099836,8814.69009281402,eval,0.4629507936507937,0.06794087301587301,0.0,0.0
2025-05-27,A,33726.95173724074,0.0,2118.011386590008,543.9298241111297,35844.96312383075,8618.11321934816,eval,0.4636439153439153,0.05648501984126983,0.0,0.0
2025-05-28,A,33244.816488476936,0.0,12813.7049673978,4252.478752528307,46058.52145587474,7977.71774619145,eval,0.4635322751322751,0.06529027777777777,0.0,0.0
2025-05-29,A,33187.339249513854,0.0,16222.016088190903,4623.342405479589,49409.35533770476,8077.758474912139,eval,0.46291746031746034,0.07312767857142857,0.0,0.0
2025-05-30,A,11588.201305603323,0.0,5933.260640887831,2451.2013690302056,17521.461946491152,8964.399371910444,eval,0.46268571428571426,0.13248045634920633,0.0,0.0
2025-05-31,A,10486.067490433641,0.0,5075.68838698568,2328.638885018112,15561.75587741932,7280.126895442891,eval,0.46082857142857137,0.12931041666666665,0.0,0.0
2025-06-01,A,36964.90829727198,0.0,73679.9212432268,17964.340698597392,110644.82954049877,5187.912127185753,eval,0.4579656084656084,0.12338293650793651,0.0,0.0
2025-06-02,A,39449.58918833397,0.0,56728.88989413899,13588.714359012352,96178.47908247297,5875.124851465935,eval,0.4640201058201059,0.10458065476190476,0.0,0.0
2025-06-03,A,38290.10971465355,0.0,46326.68642096303,11993.390428508279,84616.79613561658,3700.4991243894997,eval,0.4677211640211639,0.09143849206349206,0.0,0.0
2025-06-04,A,46290.276509857904,0.0,20566.556584925238,6116.144590827522,66856.83309478314,4078.09864247017,eval,0.4732343915343915,0.08982579365079364,0.0,0.0
2025-06-05,A,46339.4851667217,0.0,24412.049289016075,6592.0807238894495,70751.53445573777,3172.2604459207514,eval,0.47868888888888894,0.09041875000000002,0.0,0.0
2025-06-06,A,13019.469789396107,0.0,35463.702730688965,10688.999783475523,48483.17252008507,1200.0,eval,0.4831148148148148,0.09393392857142857,0.0,0.0
2025-06-07,A,15147.14131544568,0.0,20437.90079178204,6599.188203303628,35585.042107227724,2070.1751739677966,eval,0.488226455026455,0.10546755952380953,0.0,0.0
2025-06-08,A,50366.41883326069,0.0,2094.125176621258,597.2105276149359,52460.544009881945,1865.7017080062853,eval,0.4940502645502645,0.041805952380952374,0.0,0.0
2025-06-09,A,50889.59746125294,0.0,10580.256109472159,2648.7974857459276,61469.8535707251,2613.9886206024894,eval,0.49194285714285707,0.059196924603174605,0.0,0.0
2025-06-10,A,50390.02199194195,0.0,8543.645791641087,2220.2319924278777,58933.667783583034,2370.3092056791584,eval,0.49467671957671955,0.054851289682539675,0.0,0.0
2025-06-11,A,50079.1831945898,0.0,28889.505947616337,6321.086963645787,78968.68914220613,2075.051282165573,eval,0.4949894179894179,0.07027430555555556,0.0,0.0
2025-06-12,A,51815.2033592042,0.0,10072.338931391989,2341.7945973539468,61887.54229059619,3037.148078100633,eval,0.493605291005291,0.06014662698412698,0.0,0.0
2025-06-13,A,19169.37077243205,0.0,1360.680291162146,667.7824767425394,20530.051063594194,3789.5561850561066,eval,0.4940063492063491,0.12945714285714283,0.0,0.0
2025-06-14,A,19377.08475407879,0.0,2173.4983667197425,1200.6074684458822,21550.583120798532,3620.3500559953122,eval,0.49208888888888885,0.133205753968254,0.0,0.0
2025-06-15,A,50404.57115043292,0.0,5050.0725316960625,1300.7238827011533,55454.64368212898,2399.269915178027,eval,0.491184656084656,0.05559444444444445,0.0,0.0
2025-06-16,A,51761.13521496253,0.0,7769.280522489541,2023.553990137096,59530.41573745207,2344.5137359907058,eval,0.4913518518518519,0.05662182539682539,0.0,0.0
2025-06-17,A,51499.43084009857,0.0,16079.158582906453,3659.45732167672,67578.58942300502,1845.148607243964,eval,0.4900539682539682,0.060974305555555545,0.0,0.0
