日期,模型,计划购电费,调整费,紧急购电费,紧急购电量,总费用,末SOC,阶段,计划紧急购电量,计划紧急购电费
2025-02-12,A,51109.103416646256,0.0,2311.9721003578825,633.9494771970218,53421.07551700414,10165.53886177526,calibration,0.0,0.0
2025-02-13,A,50585.47455182115,0.0,2355.2652544643793,841.9239241333668,52940.73980628553,10132.809940202531,calibration,0.0,0.0
2025-02-14,A,18616.486558416167,0.0,3830.002532175938,1488.0767308074555,22446.489090592106,10146.961453047066,calibration,0.0,0.0
2025-02-15,A,18696.784137492392,0.0,2665.584994226817,962.8646026375927,21362.36913171921,10033.033510705998,calibration,0.0,0.0
2025-02-16,A,48900.134776653664,0.0,5168.208976599761,1588.5627119933497,54068.34375325342,10126.225810535047,calibration,0.0,0.0
2025-02-17,A,48489.2789246878,0.0,2259.927552107384,641.9210810815409,50749.20647679519,10158.558093598296,calibration,0.0,0.0
2025-02-18,A,48135.70408023875,0.0,2181.484114855793,656.5963363020817,50317.18819509454,10226.304048061644,calibration,0.0,0.0
2025-02-19,A,48017.17439845718,0.0,4733.727273352921,1270.457912780135,52750.901671810105,9936.01216796526,calibration,0.0,0.0
2025-02-20,A,47934.366931043056,0.0,1655.8061848719856,546.0715841055387,49590.173115915044,10103.440014612077,calibration,0.0,0.0
2025-02-21,A,18279.819179931066,0.0,815.4387101700434,298.31223553642417,19095.25789010111,10261.113353540795,calibration,0.0,0.0
2025-02-22,A,18121.15891674115,0.0,3467.0082590903107,1181.6254453208103,21588.167175831462,10177.341474727731,calibration,0.0,0.0
2025-02-23,A,47081.29904827742,0.0,3279.7843745051696,1074.7186028462277,50361.08342278259,10069.594881676294,calibration,0.0,0.0
2025-02-24,A,46595.06963429894,0.0,1730.0531627228672,424.02532855105596,48325.12279702181,10130.54298625744,calibration,0.0,0.0
2025-02-25,A,46489.89273112416,0.0,1626.3925810308897,484.4555834582143,48116.28531215504,10067.395425570103,calibration,0.0,0.0
2025-02-26,A,46019.115153222454,0.0,3202.769657751231,1066.0255038939135,49221.88481097369,10295.12333402044,calibration,0.0,0.0
2025-02-27,A,45470.978627453376,0.0,2755.7504441303126,645.027390976623,48226.729071583686,10225.642679530616,calibration,0.0,0.0
2025-02-28,A,17656.89900349884,0.0,1450.553949019845,553.1564167266029,19107.452952518684,10139.17902075485,calibration,0.0,0.0
2025-03-01,A,17605.011183443625,0.0,734.3743349825188,198.94347067509275,18339.385518426145,10208.082180479414,calibration,0.0,0.0
2025-03-02,A,44827.93128816284,0.0,17917.50116760093,5639.854701396245,62745.432455763774,10166.071371279515,calibration,0.0,0.0
2025-03-03,A,44852.35916609552,0.0,16446.58949807902,4521.807487868219,61298.948664174546,10122.31301651644,calibration,0.0,0.0
2025-03-04,A,45504.264172813026,0.0,3934.856698594456,1387.706847268377,49439.12087140748,10085.509783443124,calibration,0.0,0.0
2025-03-05,A,44308.946388276934,0.0,2515.986062638255,656.0912787491732,46824.93245091519,10148.582090773092,calibration,0.0,0.0
2025-03-06,A,44248.14663842077,0.0,1908.844834051571,522.2740799671495,46156.991472472335,10160.448638242646,calibration,0.0,0.0
2025-03-07,A,16724.621962353096,0.0,1690.6950406542217,534.4598119938873,18415.317003007316,10204.048088208401,calibration,0.0,0.0
2025-03-08,A,16374.843570977362,0.0,1649.8269044021608,657.7947869783503,18024.670475379524,10171.465284773754,calibration,0.0,0.0
2025-03-09,A,42600.530864379645,0.0,4531.008150017284,1386.2208582115682,47131.53901439693,10238.47076329062,calibration,0.0,0.0
2025-03-10,A,42049.537308360916,0.0,11891.750880824713,3842.2947737261834,53941.28818918563,10165.514403312687,calibration,0.0,0.0
2025-03-11,A,41892.04027059149,0.0,4179.674034880309,1147.728878326108,46071.714305471796,10253.975478378923,calibration,0.0,0.0
2025-03-12,A,42146.301401207966,0.0,2646.6369432419883,753.2719444377682,44792.938344449954,10057.741430210703,calibration,0.0,0.0
2025-03-13,A,41773.090596578215,0.0,11656.49277487026,3551.4757196163782,53429.583371448476,10108.17590550644,calibration,0.0,0.0
2025-03-14,A,15855.121231361669,0.0,2072.7391132281878,657.4014426059059,17927.860344589855,10175.045067247287,calibration,0.0,0.0
2025-03-15,A,15951.872336441586,0.0,3887.551431314073,1308.0453008451686,19839.42376775566,10017.929349348777,calibration,0.0,0.0
2025-03-16,A,41335.35730958599,0.0,4904.53756067642,1520.169679947283,46239.89487026241,10240.026518071856,calibration,0.0,0.0
2025-03-17,A,41121.23211203111,0.0,835.091736777928,276.1682373869751,41956.323848809036,10199.757505358713,calibration,0.0,0.0
2025-03-18,A,40169.355654772065,0.0,4940.427520445164,1129.498406852817,45109.78317521723,10165.667602586796,calibration,0.0,0.0
2025-03-19,A,40106.226054272534,0.0,2124.5062884194413,577.0493724994261,42230.732342691976,10224.878782723079,calibration,0.0,0.0
2025-03-20,A,39868.68919699908,0.0,4402.451781365585,1295.7734710315901,44271.14097836467,10172.120443725813,calibration,0.0,0.0
2025-03-21,A,15443.634448310495,0.0,1191.7593833789954,392.49136965606453,16635.39383168949,10068.700992166334,calibration,0.0,0.0
2025-03-22,A,15642.388767077791,0.0,3174.9504562278917,1049.0774088035128,18817.339223305684,10385.47801878127,calibration,0.0,0.0
2025-03-23,A,38805.357454726865,0.0,3313.243149492053,1115.5463634130638,42118.60060421892,10152.380536677425,calibration,0.0,0.0
2025-03-24,A,38144.55014139222,0.0,3022.8499554773944,944.4477516779759,41167.40009686961,10131.698500696973,calibration,0.0,0.0
2025-03-25,A,38183.98852615524,0.0,7619.645962629793,2516.328630407498,45803.634488785036,10079.95237068258,calibration,0.0,0.0
2025-03-26,A,38652.40253086675,0.0,625.6937845371369,208.6162234867212,39278.09631540388,10160.683428863724,calibration,0.0,0.0
2025-03-27,A,38143.97565585346,0.0,3921.9718968872194,1204.1830719027416,42065.947552740676,10143.366856126377,calibration,0.0,0.0
2025-03-28,A,15144.650035565941,0.0,275.46164100345106,127.80033155212442,15420.111676569391,10226.096333038096,calibration,0.0,0.0
2025-03-29,A,15154.947849293574,0.0,870.3303438769642,253.17955653970648,16025.278193170538,10258.43970809968,calibration,0.0,0.0
2025-03-30,A,36922.95169163173,0.0,2682.887975623634,890.857197790072,39605.839667255364,10368.690054215826,calibration,0.0,0.0
2025-03-31,A,36469.8167751789,0.0,9081.702538902277,2900.1118078115646,45551.519314081175,10318.450041126358,calibration,0.0,0.0
2025-04-01,A,36507.99433449854,0.0,11207.276291563954,4156.974809917918,47715.27062606249,10197.351880740558,eval,0.0,0.0
2025-04-02,A,36385.94211476529,0.0,16841.631428278568,5072.520413919165,53227.57354304386,10182.132531393218,eval,0.0,0.0
2025-04-03,A,36577.91906900639,0.0,4106.026889455536,1082.529645487541,40683.945958461925,10070.582180309735,eval,0.0,0.0
2025-04-04,A,14518.757474801452,0.0,315.54085396841344,146.00947872731103,14834.298328769866,10183.256659483906,eval,0.0,0.0
2025-04-05,A,14556.376440344276,0.0,5056.089073473653,1489.540542216538,19612.46551381793,10068.478859971668,eval,0.0,0.0
2025-04-06,A,36450.314222500565,0.0,1535.1224628568543,409.0568485725323,37985.43668535742,10181.38033155088,eval,0.0,0.0
2025-04-07,A,36069.2739900131,0.0,2814.757160616556,1004.3291403699161,38884.03115062966,10260.623741685762,eval,0.0,0.0
2025-04-08,A,35835.87078089241,0.0,2863.870392261794,644.8509717341216,38699.7411731542,10100.508411565577,eval,0.0,0.0
2025-04-09,A,35641.10571279957,0.0,12402.65997687551,4248.548433087332,48043.76568967508,10181.408881727311,eval,0.0,0.0
2025-04-10,A,35539.51867414237,0.0,3064.5934705321533,953.4324907123055,38604.112144674524,10162.67315596186,eval,0.0,0.0
2025-04-11,A,14068.83300244102,0.0,780.7325525615732,329.87183934097175,14849.565555002593,10197.779309343954,eval,0.0,0.0
2025-04-12,A,14165.675847779648,0.0,1759.3956713669445,545.836271204595,15925.071519146593,10289.460427553606,eval,0.0,0.0
2025-04-13,A,34735.637190512614,0.0,3293.633845025654,1138.6062616297781,38029.271035538266,10185.607795001757,eval,0.0,0.0
2025-04-14,A,34368.17461386326,0.0,2440.78142778424,787.8809524672544,36808.9560416475,10180.262448089583,eval,0.0,0.0
2025-04-15,A,34767.137501338,0.0,4118.732969115709,1200.0233754087508,38885.87047045371,10186.189613625578,eval,0.0,0.0
2025-04-16,A,34125.289664018244,0.0,7358.2467147045645,2842.548447399508,41483.53637872281,10051.522345568485,eval,0.0,0.0
2025-04-17,A,33970.61054955819,0.0,4103.881662774973,1288.4014356656219,38074.49221233316,10163.973043851129,eval,0.0,0.0
2025-04-18,A,13519.896770860629,0.0,2300.325515877974,819.9920237195075,15820.222286738603,10347.061156285705,eval,0.0,0.0
2025-04-19,A,13412.159605946796,0.0,906.0995390825947,353.220892980855,14318.259145029391,10275.309895909091,eval,0.0,0.0
2025-04-20,A,33484.518521548904,0.0,2087.459575428125,777.8187850455752,35571.97809697703,10387.355662300366,eval,0.0,0.0
2025-04-21,A,33399.708745108845,0.0,1541.5000286924708,648.9690729532892,34941.208773801314,10018.879504768101,eval,0.0,0.0
2025-04-22,A,33210.60946188264,0.0,5203.444924419492,1849.1177392584896,38414.05438630213,10110.106199622822,eval,0.0,0.0
2025-04-23,A,33332.54864921055,0.0,4555.686237158179,1692.751715527964,37888.23488636873,10285.633282471546,eval,0.0,0.0
2025-04-24,A,32899.22616999685,0.0,1065.890219897676,312.0251688317036,33965.11638989453,10183.922497640246,eval,0.0,0.0
2025-04-25,A,12805.697282518715,0.0,366.8868479493601,109.94687629583541,13172.584130468074,10108.068456598958,eval,0.0,0.0
2025-04-26,A,12866.89215316685,0.0,4469.563388557854,1228.83216220121,17336.455541724703,10115.31351173317,eval,0.0,0.0
2025-04-27,A,31661.339327345097,0.0,4995.3340974577495,1274.6841608775587,36656.673424802844,10142.894295391729,eval,0.0,0.0
2025-04-28,A,31766.429235315,0.0,21867.289915176436,8164.2156529164295,53633.71915049144,10250.392267830439,eval,0.0,0.0
2025-04-29,A,32014.38296737268,0.0,4830.159549033642,1215.9258953122098,36844.54251640632,10301.809053807174,eval,0.0,0.0
2025-04-30,A,31612.078895043527,0.0,5186.980920792041,2215.4728155263147,36799.05981583557,10084.360551477945,eval,0.0,0.0
2025-05-01,A,31428.760891518457,0.0,15103.302754981329,2930.775155275431,46532.06364649979,9420.542346618384,eval,0.0,0.0
2025-05-02,A,12958.208413950448,0.0,25916.666993562863,6129.192860741262,38874.87540751331,9610.107525975089,eval,0.0,0.0
2025-05-03,A,13049.908522993566,0.0,15473.13942828616,3386.180000957383,28523.047951279725,9763.196686068697,eval,0.0,0.0
2025-05-04,A,32632.758142744242,0.0,13236.486370446637,3077.7571337907502,45869.244513190875,9552.80837359965,eval,0.0,0.0
2025-05-05,A,33032.110188031365,0.0,16425.217250141905,4294.609644306549,49457.32743817327,9641.879304472795,eval,0.0,0.0
2025-05-06,A,32841.05543479378,0.0,12508.673228983665,3100.3750053958024,45349.728663777445,9457.311876639133,eval,0.0,0.0
2025-05-07,A,35308.36291489883,0.0,8540.012087923567,2242.5409851035943,43848.3750028224,10092.099606808502,eval,0.0,0.0
2025-05-08,A,35758.38840335154,0.0,10013.098257565929,3277.043510670521,45771.48666091747,10189.355736548925,eval,0.0,0.0
2025-05-09,A,15995.05482109325,0.0,1101.8501912172753,366.9816013453177,17096.905012310526,10800.0,eval,0.0,0.0
2025-05-10,A,16019.40242536364,0.0,6227.414053129756,1777.9602798638757,22246.816478493398,10680.53675415397,eval,0.0,0.0
2025-05-11,A,35399.1794750291,0.0,6748.609958371297,1999.6387979329852,42147.789433400394,10137.001900960804,eval,0.0,0.0
2025-05-12,A,35869.7334862902,0.0,3823.716681543491,1382.978766904496,39693.45016783369,10294.301808409049,eval,0.0,0.0
2025-05-13,A,35497.147793854034,0.0,2486.8737103499425,690.4980425836452,37984.02150420398,10305.600924885435,eval,0.0,0.0
2025-05-14,A,35302.61421945399,0.0,1884.6939205465733,615.2260124192667,37187.30814000057,10068.941364359225,eval,0.0,0.0
2025-05-15,A,35200.22191271346,0.0,4101.279994763467,1135.7086804974306,39301.50190747692,10346.476886006905,eval,0.0,0.0
2025-05-16,A,14393.495797510765,0.0,332.04246320884835,149.37061011152161,14725.538260719613,9943.330308617604,eval,0.0,0.0
2025-05-17,A,14576.191065577465,0.0,8871.856677245838,2462.3767441417003,23448.047742823303,10040.740950582916,eval,0.0,0.0
2025-05-18,A,34565.90528763403,0.0,5178.87876663407,2297.0123544577737,39744.7840542681,10274.012805892202,eval,0.0,0.0
2025-05-19,A,33907.33541719201,0.0,2252.281192553415,489.7275422522965,36159.616609745426,10065.414060079978,eval,0.0,0.0
2025-05-20,A,33748.24690947575,0.0,11002.90238777674,3401.4117816200232,44751.14929725249,9954.782670952765,eval,0.0,0.0
2025-05-21,A,33868.079461460315,0.0,5336.913250793806,1461.1900338816827,39204.99271225412,9981.310575589157,eval,0.0,0.0
2025-05-22,A,33622.98450871828,0.0,3116.1204586236463,808.2555237376304,36739.104967341926,10410.81416972881,eval,0.0,0.0
2025-05-23,A,14107.681806064895,0.0,5245.20412883127,1547.5427475893814,19352.885934896163,10276.774570134454,eval,0.0,0.0
2025-05-24,A,14628.96494578904,0.0,642.7078076632324,259.21101750420246,15271.672753452272,10479.469502099697,eval,0.0,0.0
2025-05-25,A,33512.742697043446,0.0,1754.4834746016777,408.36353410989454,35267.226171645125,10188.08677116601,eval,0.0,0.0
2025-05-26,A,33148.287657209425,0.0,12583.026383212418,5197.543506945839,45731.31404042184,10237.31216118614,eval,0.0,0.0
2025-05-27,A,33534.21385564581,0.0,2264.8210686901393,576.7448079260569,35799.034924335945,10112.651732118375,eval,0.0,0.0
2025-05-28,A,33054.091349720286,0.0,10899.105035171935,4348.8589509075255,43953.19638489222,10210.656676557355,eval,0.0,0.0
2025-05-29,A,32827.24171031121,0.0,13554.338179378283,4693.158306599398,46381.57988968949,10217.757391771891,eval,0.0,0.0
2025-05-30,A,14025.995325335833,0.0,9195.999055280747,2467.3756217501395,23221.99438061658,10471.814283332746,eval,0.0,0.0
2025-05-31,A,13874.10977512801,0.0,8015.718544284943,2334.992300678452,21889.828319412954,10169.775892930518,eval,0.0,0.0
2025-06-01,A,33753.00881991915,0.0,61577.400893348764,18424.277936883424,95330.40971326792,9014.63328562429,eval,0.0,0.0
2025-06-02,A,35441.223288607485,0.0,50853.07283348878,13586.117231906548,86294.29612209628,8946.471477260473,eval,0.0,0.0
2025-06-03,A,36191.87997873972,0.0,43111.311674270706,12018.69747092741,79303.19165301044,9091.191791014215,eval,0.0,0.0
2025-06-04,A,42363.38014681322,0.0,18484.676589827293,6138.9695182882115,60848.056736640516,10031.852582760535,eval,0.0,0.0
2025-06-05,A,42556.27307348908,0.0,20540.284774205436,6604.903047219663,63096.557847694516,9926.14351607498,eval,0.0,0.0
2025-06-06,A,15884.43767943099,0.0,40073.92808431655,10454.252470777894,55958.36576374754,9388.671268423093,eval,0.0,0.0
2025-06-07,A,17251.571144233152,0.0,23613.60525428751,6502.251768556207,40865.17639852066,9584.364318852698,eval,0.0,0.0
2025-06-08,A,47323.628160464286,0.0,1913.3897801501198,577.958010488365,49237.01794061441,10575.118028968112,eval,0.0,0.0
2025-06-09,A,46009.27252727483,0.0,8862.291701317561,2549.4177240700383,54871.56422859239,10506.817534320488,eval,0.0,0.0
2025-06-10,A,46148.60626398325,0.0,7406.482797436072,2228.9029423112956,53555.08906141933,10434.180219922917,eval,0.0,0.0
2025-06-11,A,45951.64988629703,0.0,25636.302402644025,6288.977787242551,71587.95228894106,10177.928088252302,eval,0.0,0.0
2025-06-12,A,46896.656563314114,0.0,8597.179561024222,2382.8611353173987,55493.83612433834,10208.660116886665,eval,0.0,0.0
2025-06-13,A,23004.661863665122,0.0,1228.455649418978,474.25156030930685,24233.1175130841,10781.235136926705,eval,0.0,0.0
2025-06-14,A,22733.543788055034,0.0,2705.8389205885064,1181.6041944802482,25439.38270864354,10800.0,eval,0.0,0.0
2025-06-15,A,46686.332336371175,0.0,3898.0277975738686,1185.6721346097972,50584.36013394505,10563.706963562076,eval,0.0,0.0
2025-06-16,A,47149.72948876151,0.0,6882.684020190228,2016.8042224104383,54032.413508951744,10342.737217637874,eval,0.0,0.0
2025-06-17,A,47105.84598869092,0.0,13571.58074596167,3560.9968427913973,60677.42673465259,10044.844024096592,eval,0.0,0.0
2025-06-18,A,47881.45953424732,0.0,3739.8025264504,1139.6235532064004,51621.26206069772,10387.6318706647,eval,0.0,0.0
2025-06-19,A,47099.214770600214,0.0,3654.344420301466,864.423091187157,50753.55919090168,10222.676134713547,eval,0.0,0.0
2025-06-20,A,19752.337970070585,0.0,687.9900099139286,235.44799625964097,20440.32797998451,10414.40474081701,eval,0.0,0.0
2025-06-21,A,19548.604949880682,0.0,611.605413000589,267.1786422083151,20160.210362881273,10601.752213490703,eval,0.0,0.0
2025-06-22,A,45675.166247960486,0.0,5842.843343067802,1803.674321351204,51518.00959102829,10314.296591218548,eval,0.0,0.0
2025-06-23,A,45287.9361270942,0.0,5133.859397280645,1369.6834811098338,50421.795524374844,10170.088543321332,eval,0.0,0.0
2025-06-24,A,45065.408606369056,0.0,30357.323117788997,8352.280179322246,75422.73172415805,10218.511376662424,eval,0.0,0.0
2025-06-25,A,44900.253347397665,0.0,8876.66670080288,2915.348601023201,53776.92004820055,10252.059618912968,eval,0.0,0.0
2025-06-26,A,44863.65137859189,0.0,6156.949845925738,1637.72968058804,51020.601224517624,10109.098814301558,eval,0.0,0.0
2025-06-27,A,18234.42053925596,0.0,1793.222821735008,401.99583081414494,20027.64336099097,10316.200031937076,eval,0.0,0.0
2025-06-28,A,18240.65665783869,0.0,3946.8832441953577,1059.2715031375203,22187.539902034045,10216.737673498925,eval,0.0,0.0
2025-06-29,A,44695.882319142045,0.0,7432.20108113668,2482.373710728419,52128.08340027872,10298.27652875298,eval,0.0,0.0
2025-06-30,A,45134.89369375074,0.0,6732.483337306259,1956.012699022259,51867.377031056996,10175.289119875364,eval,0.0,0.0
2025-07-01,A,45308.613052017325,0.0,30664.6386221552,8140.479394118257,75973.25167417253,8919.763509891118,eval,0.0,0.0
2025-07-02,A,55809.550361124726,0.0,2975.3097049112703,914.467735677377,58784.860066035995,10471.599006720313,eval,0.0,0.0
2025-07-03,A,54001.54397808892,0.0,4865.8807876338615,1501.4165730827874,58867.42476572278,10383.332921791234,eval,0.0,0.0
2025-07-04,A,22257.26842272098,0.0,12578.044507761588,4152.085322137087,34835.31293048257,9431.657248413214,eval,0.0,0.0
2025-07-05,A,22714.503411583904,0.0,13101.711944201495,4159.935097778731,35816.2153557854,9681.530604258502,eval,0.0,0.0
2025-07-06,A,53800.79792831647,0.0,13557.561671517506,3679.0385005760836,67358.35959983397,10422.5541647266,eval,0.0,0.0
2025-07-07,A,54221.75484962086,0.0,2242.66522576853,956.3234058267982,56464.42007538939,10685.97601283419,eval,0.0,0.0
2025-07-08,A,56767.71251170625,0.0,4782.168822755973,1166.8789390009829,61549.881334462225,10800.0,eval,0.0,0.0
2025-07-09,A,50118.31856282175,0.0,3865.845815809679,1138.7919012637708,53984.16437863142,10530.124450001345,eval,0.0,0.0
2025-07-10,A,50484.34113915484,0.0,3174.397015450994,811.6581282001562,53658.73815460584,10251.43509788415,eval,0.0,0.0
2025-07-11,A,29151.45791486751,0.0,2953.8172295310333,1326.2939748226945,32105.275144398543,10800.0,eval,0.0,0.0
2025-07-12,A,28680.871458551694,0.0,249.3877656382523,63.909383547736965,28930.259224189947,10800.0,eval,0.0,0.0
2025-07-13,A,50315.70962838317,0.0,2451.5166696878923,460.6980938235274,52767.226298071066,10470.319275106882,eval,0.0,0.0
2025-07-14,A,49133.50030236182,0.0,3692.167696143485,800.1276864709905,52825.667998505305,10319.820432027336,eval,0.0,0.0
2025-07-15,A,49684.725074775764,0.0,6985.680547046212,2506.648897118034,56670.40562182198,10530.201677382338,eval,0.0,0.0
2025-07-16,A,48036.82772983882,0.0,6718.258858967278,1923.1719327049225,54755.086588806094,10125.59972024661,eval,0.0,0.0
2025-07-17,A,48041.088907881895,0.0,6335.869712610384,1780.6235250795576,54376.95862049228,9903.370243194973,eval,0.0,0.0
2025-07-18,A,24535.407608454872,0.0,6159.632303509552,1816.9797308965055,30695.039911964424,10238.9357826034,eval,0.0,0.0
2025-07-19,A,24432.489412658102,0.0,3511.870075042515,912.1403230330816,27944.359487700618,10089.88519662937,eval,0.0,0.0
2025-07-20,A,47575.48766247211,0.0,5256.818600752524,2004.3242484773461,52832.30626322463,10222.680190901126,eval,0.0,0.0
2025-07-21,A,48092.48015462377,0.0,7416.683280144257,2402.290680857509,55509.16343476803,10261.4445254065,eval,0.0,0.0
2025-07-22,A,48239.5789429121,0.0,8969.193484433974,2881.9354415452926,57208.77242734608,10208.712125588809,eval,0.0,0.0
2025-07-23,A,48439.8741884946,0.0,8218.073666073951,2482.825063946032,56657.94785456855,10147.458607126086,eval,0.0,0.0
2025-07-24,A,48690.802777128076,0.0,10723.471407109171,3105.8236750517813,59414.27418423725,10361.204293713232,eval,0.0,0.0
2025-07-25,A,24221.555020615087,0.0,1603.1095597347526,336.7518280089447,25824.66458034984,10307.28633204101,eval,0.0,0.0
2025-07-26,A,24784.17383053938,0.0,2448.314431556688,1007.3269002535569,27232.48826209607,10273.471543629668,eval,0.0,0.0
2025-07-27,A,48304.6421166935,0.0,9504.951046019098,3037.0033171223986,57809.5931627126,10406.22586091332,eval,0.0,0.0
2025-07-28,A,48272.383072594006,0.0,17428.4851948455,5614.830813469945,65700.86826743951,10101.862494977882,eval,0.0,0.0
2025-07-29,A,49261.925034281296,0.0,10417.684318427604,3651.9401918305743,59679.609352708896,10463.140472173785,eval,0.0,0.0
2025-07-30,A,48925.14548698871,0.0,7549.276785543588,2310.290047686407,56474.4222725323,10329.76259016318,eval,0.0,0.0
2025-07-31,A,48809.29879907059,0.0,6778.477245293765,1907.9067208505526,55587.77604436435,10107.58671592087,eval,0.0,0.0
2025-08-01,A,23927.75339127708,0.0,1957.2871156193587,599.3776298236551,25885.04050689644,10213.727348594104,eval,0.0,0.0
2025-08-02,A,24007.5212443775,0.0,1368.0202371092037,302.2570989430404,25375.541481486704,10384.466404343333,eval,0.0,0.0
2025-08-03,A,47756.33141963199,0.0,4040.8355464674164,826.1236043686291,51797.16696609941,9972.81956067236,eval,0.0,0.0
