日期,模型,计划购电费,调整费,紧急购电费,紧急购电量,总费用,末SOC,阶段,计划紧急购电量,计划紧急购电费
2025-01-19,none,59081.06560808978,0.0,11914.26089244377,2886.41224203151,70995.32650053356,9847.48401882004,init,-2.0889956431346944e-13,-7.684995750878441e-13
2025-01-20,none,60721.35658742595,0.0,6487.693151097317,1730.2602169665938,67209.04973852327,10029.574856228097,init,28.2634962831361,126.35168252081823
2025-01-21,none,60709.472845557466,0.0,230.24281450636477,64.1437484775912,60939.715660063834,10242.910487013982,init,26.205294809467848,113.28281800622544
2025-01-22,none,61145.45145865521,0.0,4324.542565401558,903.7627317397012,65469.99402405677,9529.427366119306,init,153.06151620917504,445.6946320029767
2025-01-23,none,60458.38247504282,0.0,10380.764008070853,2522.1504027642936,70839.14648311367,9822.285730210997,init,3.831202255066978,7.3049714396303544
2025-01-24,none,23352.149396827997,0.0,5742.425927645021,1623.3582778831571,29094.57532447302,9902.78026798299,init,54.73649502891874,176.67564108205903
2025-01-25,none,23318.017475255918,0.0,3314.079316526529,975.5178193872788,26632.096791782446,9848.76333486273,init,90.69327554663583,221.04030159792472
2025-01-26,none,64094.66608636636,0.0,2037.1531409513964,499.5246685546389,66131.81922731776,9785.488186300729,init,149.056581968537,506.8482644184539
2025-01-27,none,57404.317324865595,0.0,10654.572632015756,2636.724076900792,68058.88995688135,9713.615073584124,init,153.71420589273944,512.6563522985628
2025-01-28,none,60663.8681126654,0.0,3441.8128808156252,709.3731060816124,64105.68099348102,9830.473318386054,init,157.90277850458682,672.58969942549
2025-01-29,none,55454.57957137462,0.0,6428.560331046058,1592.0800553032261,61883.13990242068,10150.015729031695,init,159.93688649958102,504.5803391135745
2025-01-30,none,55655.886897952885,0.0,10999.650274467136,2683.1502696482676,66655.53717242002,9995.422819888123,init,174.93284615456852,588.1266974963143
2025-01-31,none,22560.080049479082,0.0,5571.86909869281,1655.7543673490982,28131.949148171894,10040.988345867092,init,107.1898592195148,292.3654480476388
2025-02-01,none,24125.251283300786,0.0,0.0,0.0,24125.251283300786,10712.220272024239,calibration,96.93195714789701,215.76733358381702
2025-02-02,none,57458.85612027734,0.0,0.0,0.0,57458.85612027734,10800.0,calibration,70.04135132175888,181.70315951757524
2025-02-03,none,58365.56917087466,0.0,249.78763052769142,52.71426382136087,58615.356801402355,10358.816983402327,calibration,247.28287219848258,893.9279576286308
2025-02-04,none,61595.40605435741,0.0,0.0,0.0,61595.40605435741,10550.35629220329,calibration,153.59645745365953,517.5429449402009
2025-02-05,none,54458.98191296531,0.0,4116.173604977824,932.4514844492872,58575.15551794314,9861.644157635847,calibration,115.16256407475059,366.5336798761655
2025-02-06,none,58631.64909077666,0.0,116.74023802829977,28.629543391746893,58748.38932880496,9634.855376427367,calibration,166.50358200076434,608.2361802168182
2025-02-07,none,22459.709014687738,0.0,0.0,0.0,22459.709014687738,10125.27747435262,calibration,181.42304179289846,517.0515429778268
2025-02-08,none,18225.147462244197,0.0,11246.24265268454,3104.3925491695313,29471.390114928734,9796.390836225753,calibration,51.05117384056883,115.85584323515607
2025-02-09,none,54979.692242176134,0.0,6403.901499740599,1415.4495878403077,61383.59374191673,9665.795298986024,calibration,311.1452748538153,909.5885368871668
2025-02-10,none,50986.34301785165,0.0,626.2883163299986,201.30095612818673,51612.63133418165,9535.218550674943,calibration,326.75415263943387,1126.3893282611139
2025-02-11,none,52988.54236153947,0.0,5566.777510934397,1160.779382485053,58555.31987247386,9663.702174359425,calibration,122.5457173833845,369.26385729338983
2025-02-12,none,53617.66485149738,0.0,605.9648212013719,147.425411999571,54223.62967269875,9744.487276842263,calibration,160.4842990077098,606.3083710337271
2025-02-13,none,49791.73283679533,0.0,1464.478631961806,380.4896260622427,51256.21146875714,9765.376356323564,calibration,260.5915750893441,809.6747175544314
2025-02-14,none,18483.88926343587,0.0,5564.780014229209,1408.1107425879304,24048.66927766508,9510.35640000636,calibration,113.00953289456827,296.73805048877296
2025-02-15,none,19019.705151873008,0.0,1062.4692981000576,271.15906076046514,20082.174449973067,9622.142184284345,calibration,276.2438853436163,584.267330666246
2025-02-16,none,54195.13847422866,0.0,971.6827460218867,227.4349285255936,55166.821220250546,9743.271981066622,calibration,308.5169299581682,986.3677160484428
2025-02-17,none,53235.70059546092,0.0,384.2827076678461,91.46551278020297,53619.98330312876,9645.682728377258,calibration,187.58139082638644,658.9853019116732
2025-02-18,none,47646.91374038103,0.0,7977.52443557271,2149.1932827288715,55624.43817595374,9777.341037043378,calibration,52.170292464393,124.82252600140274
2025-02-19,none,47620.31196797398,0.0,5510.809044997195,1394.6175016156644,53131.121012971176,9526.426178586706,calibration,206.53585503767357,629.4562583507828
2025-02-20,none,50488.62786042162,0.0,699.918576558331,175.87662922169363,51188.54643697995,9814.165148848402,calibration,142.7508373142318,504.39855054908367
2025-02-21,none,17882.19471395896,0.0,4667.00598551871,1172.9551446236187,22549.20069947767,9628.16757773385,calibration,49.5053256138666,113.19758521966068
2025-02-22,none,18715.858712816225,0.0,72.78339029260728,13.286489648157591,18788.642103108832,9907.887415108373,calibration,70.8241614697196,214.86713907276982
2025-02-23,none,49453.460147892736,0.0,3529.232619306454,753.9283663345892,52982.69276719919,9589.590347791045,calibration,259.8508926857434,842.2652084888334
2025-02-24,none,47625.54558223378,0.0,332.9756917170326,78.92036097460709,47958.52127395081,9818.178243803592,calibration,334.7111951678304,955.4242633601655
2025-02-25,none,48939.34094485997,0.0,827.1546775037942,195.012582664773,49766.495622363764,9794.007727432981,calibration,117.3118971516434,337.4873606572538
2025-02-26,none,44175.9219602736,0.0,8257.654189931594,2341.974999544459,52433.57615020519,10053.3801637472,calibration,48.99259042007104,114.98898492567396
2025-02-27,none,44544.34084979491,0.0,3213.283394977728,755.1609246654277,47757.62424477264,9704.628426060739,calibration,300.3158927989964,718.510054652775
2025-02-28,none,17849.636680030813,0.0,928.6727401151959,262.1384342217894,18778.309420146008,9728.783642544,calibration,30.456294703536173,75.21128185846142
2025-03-01,none,19813.145711129575,0.0,0.0,0.0,19813.145711129575,10044.539041782069,calibration,73.53449064627264,158.57589410448327
2025-03-02,none,51053.60911179069,0.0,0.0,0.0,51053.60911179069,9872.752940694074,calibration,283.37527278968776,763.8098396451717
2025-03-03,none,52808.515940889454,0.0,2971.067264300669,635.7486401244753,55779.58320519012,9737.605690430022,calibration,106.05773117258336,271.7371661683118
2025-03-04,none,46890.52658736582,0.0,4506.001406526292,1335.9689555921495,51396.527993892116,9848.053708116444,calibration,195.06881101245762,571.3797584355577
2025-03-05,none,46939.116920574794,0.0,1273.2802574350555,320.9061897362928,48212.39717800985,9714.343773588436,calibration,166.28090700099625,584.5607194335187
2025-03-06,none,43410.25609927347,0.0,3212.095168551509,759.2066060347858,46622.35126782498,9785.88711940397,calibration,366.7723067031631,1133.800586709684
2025-03-07,none,18169.57005280487,0.0,0.0,0.0,18169.57005280487,10541.275160106048,calibration,63.35956773325281,203.2645164696839
2025-03-08,none,16322.75449393813,0.0,1811.7108986866308,481.34312039995484,18134.46539262476,10426.972943172179,calibration,10.942481680482382,27.737097965932406
2025-03-09,none,43461.26985608829,0.0,4780.773738118387,1257.9566593603224,48242.04359420668,10074.423051784855,calibration,281.14476398016484,681.9752556154743
2025-03-10,none,42882.90961432556,0.0,10474.463247137119,2611.533048940073,53357.372861462674,9729.593645660607,calibration,56.95906601253263,142.122886341347
2025-03-11,none,38339.60369972087,0.0,22822.391468439524,7291.210992163406,61161.9951681604,9953.014804875267,calibration,130.2360843411806,347.6023523552793
2025-03-12,none,44870.433526161374,0.0,305.7365769286059,75.8003269942036,45176.17010308998,9778.9782887799,calibration,349.1795707779935,948.3174714132176
2025-03-13,none,44440.58333222261,0.0,7049.877323372865,1751.271237588426,51490.460655595474,9702.888348995752,calibration,130.3363664961804,282.70543676551785
2025-03-14,none,16107.010447050576,0.0,4618.604385253719,1136.657401010138,20725.614832304294,9806.407715840884,calibration,112.8047170037916,289.88900292576494
2025-03-15,none,15917.649388896856,0.0,3085.7740748842225,578.3765601203417,19003.42346378108,9646.54826601441,calibration,171.8210400314038,414.72374076736253
2025-03-16,none,42577.65970432875,0.0,2357.076245122612,806.8725840754238,44934.73594945136,9980.763286293248,calibration,330.32189695824974,899.7592086952515
2025-03-17,none,39833.01330856869,0.0,1886.1067410705318,417.05438563893136,41719.12004963922,9832.80968038375,calibration,195.61026155080648,463.20311672580874
2025-03-18,none,47277.278532943696,0.0,0.0,0.0,47277.278532943696,10122.610252699358,calibration,242.64023655173224,588.8999911804219
2025-03-19,none,36709.87877100587,0.0,11974.300174849051,4408.938402377984,48684.17894585492,9890.176332386432,calibration,206.14673692470387,517.3862355505552
2025-03-20,none,42885.78837766129,0.0,5722.1010896646185,1324.2315274129776,48607.889467325906,10051.063365338625,calibration,273.9164252796592,665.0210854305682
2025-03-21,none,15590.392969774584,0.0,1521.9408967552808,466.0272599148764,17112.333866529865,10259.602686805396,calibration,76.59669451386296,235.73044792396763
2025-03-22,none,16376.861918674294,0.0,0.0,0.0,16376.861918674294,10614.548140582985,calibration,37.99184762050826,132.7290699059469
2025-03-23,none,42093.35978993632,0.0,524.2625997791904,230.5464813584855,42617.622389715514,10183.199406325179,calibration,41.28360343228417,94.9953796589808
2025-03-24,none,39227.06202840105,0.0,500.7279946984629,212.13328575285374,39727.790023099515,9625.814725388085,calibration,133.96898657903404,298.9835861779353
2025-03-25,none,45282.75354604793,0.0,762.7151663819952,246.4712418613567,46045.46871242992,9828.718504072158,calibration,326.57464578139,1108.8890761119974
2025-03-26,none,38629.536697418596,0.0,3919.8805937728484,1008.2089121999268,42549.41729119144,10251.514203586412,calibration,180.49211505476256,409.0186980629346
2025-03-27,none,41445.851773761744,0.0,0.0,0.0,41445.851773761744,10271.624798148227,calibration,152.55830676910296,382.50817442879264
2025-03-28,none,15499.430439875265,0.0,396.3545684540776,91.5136995079993,15895.785008329342,10165.84940587954,calibration,95.9813936875615,239.38937216910813
2025-03-29,none,15232.16621581799,0.0,2167.9800845197838,468.97429704804847,17400.146300337772,9889.474620916431,calibration,43.74132534362091,92.41524748771225
2025-03-30,none,39966.30856750939,0.0,1.4230749911803288e-13,5.684341886080802e-14,39966.30856750939,10469.322561500016,calibration,261.7236974023846,671.0170448407641
2025-03-31,none,34545.98553465707,0.0,13290.19055828653,4751.403852708387,47836.1760929436,10139.027736998736,calibration,229.79828699787714,620.2896782287752
2025-04-01,none,42506.482476868405,0.0,2085.7419555896317,486.84449645125636,44592.22443245804,9946.644099944866,eval,367.1681623401579,1103.1379417907879
2025-04-02,none,41463.605672809485,0.0,2632.1869515747067,556.7500990419135,44095.792624384194,9857.172693705808,eval,113.94719741586395,274.77749657232664
2025-04-03,none,42684.9620446086,0.0,0.0,0.0,42684.9620446086,10015.960255365168,eval,330.1898747807059,841.6225690139166
2025-04-04,none,14301.349287554145,0.0,0.0,0.0,14301.349287554145,9849.704021374766,eval,65.4233833867824,151.66811573289232
2025-04-05,none,14451.697902498723,0.0,12647.958388060299,3299.80108249143,27099.65629055902,9690.038756074533,eval,68.73117276954925,187.75154319425616
2025-04-06,none,39676.528349371474,0.0,159.45922335490195,38.469869668221236,39835.98757272638,9902.4666144989,eval,182.5273792634413,438.7769551428104
2025-04-07,none,33674.19205463692,0.0,12598.262098497667,3527.2849785424078,46272.45415313459,9874.774749001883,eval,132.60271885341237,289.599819797559
2025-04-08,none,39840.26652855596,0.0,1071.384644677235,213.6630474878276,40911.6511732332,9676.767721420756,eval,732.234819364517,2202.3791968957344
2025-04-09,none,38429.74786476794,0.0,3187.818730300242,1329.5748475976657,41617.56659506818,9885.411489154587,eval,209.9420863576849,554.2976909485712
2025-04-10,none,38692.4284944342,0.0,1086.1111710167504,298.91808953098405,39778.53966545095,10159.345837062328,eval,581.1562402155593,1580.7614732291638
2025-04-11,none,13278.32336295238,0.0,6848.232139603094,1522.4152610779922,20126.555502555475,9520.20392915232,eval,74.15890876693236,162.99877530599625
2025-04-12,none,14967.50854907881,0.0,0.0,0.0,14967.50854907881,10464.057596745572,eval,45.156700395968535,124.68277660486714
2025-04-13,none,34540.69960017165,0.0,6324.267240212703,1764.8172602648972,40864.96684038435,9932.85229211754,eval,156.8415789110156,353.72780171369675
2025-04-14,none,38112.117418873466,0.0,0.0,0.0,38112.117418873466,10183.520814322148,eval,421.21143871271977,1203.1459452133013
2025-04-15,none,32738.358772456726,0.0,10043.778876575398,2493.002503072091,42782.13764903213,10011.472324370214,eval,291.9206167586079,652.9781104181826
2025-04-16,none,36402.45807590535,0.0,4652.331004864669,1021.473890839051,41054.78908077002,9538.842591913959,eval,267.75199220946854,712.4047728125117
2025-04-17,none,34372.079009696026,0.0,9042.562399123733,2804.7223118521765,43414.64140881976,9972.229921084101,eval,531.4740072257774,1300.7801815785456
2025-04-18,none,13155.69492857183,0.0,7050.437883405092,2069.4443304135375,20206.13281197692,10072.652414734168,eval,70.79651196497045,192.63492708972072
2025-04-19,none,13137.81996963609,0.0,6716.978471735492,1578.7080606315599,19854.798441371582,9917.206446720547,eval,67.30132301087812,156.56774709928985
2025-04-20,none,34118.31472279043,0.0,8906.637046344737,2560.5396480699287,43024.951769135165,9885.350522385537,eval,28.23038739126157,66.4234551074506
2025-04-21,none,35645.785543554135,0.0,0.0,0.0,35645.785543554135,9749.833399501747,eval,42.200539361814506,146.24383902891105
2025-04-22,none,31821.82524953786,0.0,17367.046780675824,5426.061395536167,49188.87203021368,9643.758628966265,eval,354.4342879156019,1142.9784532218844
2025-04-23,none,31299.11229464441,0.0,18301.983997436007,5599.486370339106,49601.096292080416,9988.208768872664,eval,197.57580415625858,407.19110877808737
2025-04-24,none,31499.943946504427,0.0,4298.302456141895,1124.1929623226752,35798.24640264632,9588.594419262847,eval,84.90105225814251,218.9767577304684
2025-04-25,none,13154.231404642025,0.0,0.0,0.0,13154.231404642025,10231.217786771582,eval,35.17346223106252,137.77513126950572
2025-04-26,none,12989.378946635008,0.0,5572.38844617181,1273.4799876499662,18561.767392806818,9837.40633538844,eval,50.381850094649494,107.09208628601573
2025-04-27,none,31572.3017567258,0.0,5031.289038669575,957.6199383802968,36603.59079539537,9875.99385306583,eval,85.18982691770321,181.19856984527698
2025-04-28,none,37288.30983832786,0.0,0.0,0.0,37288.30983832786,9853.300897887215,eval,133.70310827018739,406.0914515472831
2025-04-29,none,31061.472739167162,0.0,5594.52568703865,1209.2600981348846,36655.99842620581,10065.968541898337,eval,90.4039263559707,253.36061690160597
2025-04-30,none,30760.016381922855,0.0,9216.96056758968,3249.608354360683,39976.97694951254,9892.961030857034,eval,64.66389475454187,186.21764155318317
2025-05-01,none,32546.18916199573,0.0,14797.565576567322,2508.937772752611,47343.75473856305,8935.202542676121,eval,226.54163273986165,446.9412059975019
2025-05-02,none,14327.931152002264,0.0,13347.258573295276,2662.081401735927,27675.18972529754,9266.661655490541,eval,38.63847248085488,120.70881313060895
2025-05-03,none,13403.787045243986,0.0,12057.407592023237,2067.3934331710407,25461.194637267225,9532.378539482403,eval,131.2090243752922,332.69577867717396
2025-05-04,none,33900.643192036165,0.0,9657.284358398272,1616.0609901472858,43557.92755043444,9108.116082603592,eval,185.25473696732973,412.6035692962934
2025-05-05,none,35272.253509135815,0.0,12276.009295106422,3203.63269970631,47548.26280424224,9305.094012833662,eval,154.91235182122978,353.59388495970944
2025-05-06,none,31946.946086398973,0.0,24565.80325021539,5209.767305061803,56512.74933661436,9242.85059982218,eval,151.76663041970878,425.71099191200074
2025-05-07,none,36234.91588193907,0.0,12339.060573585568,3407.358063153162,48573.97645552464,9502.560892096273,eval,260.506179382804,562.6419509391988
2025-05-08,none,37039.13112265533,0.0,4477.3939727990255,924.513807503312,41516.52509545436,9990.070529806708,eval,593.8181922958089,1374.3836419415247
2025-05-09,none,15848.74526328575,0.0,260.75560242908944,110.6247813050734,16109.50086571484,10659.07611404571,eval,69.778172229136,194.55700051509248
2025-05-10,none,16217.807065725237,0.0,754.41706572714,163.4111868389932,16972.224131452378,10476.469042597266,eval,158.9972059001992,750.860184270012
2025-05-11,none,37473.08015514265,0.0,0.0,0.0,37473.08015514265,9446.290661294483,eval,443.81266080626426,1315.2633867962845
2025-05-12,none,32960.10700639865,0.0,13594.581030092588,3954.346462574444,46554.688036491236,10096.56320195633,eval,230.72445630977467,548.2880947498664
2025-05-13,none,37425.133838366564,0.0,3706.800170827936,716.6202770326572,41131.9340091945,10179.047342413049,eval,399.45327344103634,949.1799291227319
2025-05-14,none,36614.64448532222,0.0,1865.7585234802418,794.1696358538106,38480.40300880246,9924.816548886645,eval,518.0466612893354,1342.105867765636
2025-05-15,none,36669.13085691841,0.0,1736.7776143603974,778.9513661023213,38405.90847127881,10263.861290366696,eval,400.9677062503048,1032.4924314718774
2025-05-16,none,14822.953156325055,0.0,75.03529252849832,18.545549315002056,14897.988448853554,10035.143002151352,eval,37.632610928706775,100.23286193183426
2025-05-17,none,14642.802624466636,0.0,838.246769402763,145.18779892353598,15481.0493938694,9630.227965255419,eval,54.846751222127565,217.76821593780147
2025-05-18,none,36824.01396770119,0.0,1645.0033882991108,713.677909945985,38469.0173560003,10287.278979899917,eval,252.29001733295127,580.2800832650491
2025-05-19,none,34168.29457841275,0.0,281.63885583439134,41.758300220089154,34449.93343424714,9630.418814919565,eval,385.71317066941083,822.4525913673626
2025-05-20,none,34019.428355324104,0.0,12720.13577502239,3356.174286161794,46739.564130346494,9274.060818203976,eval,705.43730055324,1802.1113252622617
2025-05-21,none,33030.2446985899,0.0,11998.975046934416,3241.605646483792,45029.219745524315,9352.276217837105,eval,56.07956375826531,197.01962803090328
2025-05-22,none,34368.14355941136,0.0,7814.372327481733,2820.7382818505307,42182.51588689309,10049.088698793965,eval,186.22461734509494,451.7745660576079
2025-05-23,none,14151.637810190925,0.0,3993.9609556974956,790.1465757406972,18145.59876588842,10162.072129392396,eval,211.25555627496973,1135.4345673202247
2025-05-24,none,15110.449372052772,0.0,1654.5339223070125,478.014301468088,16764.983294359783,10737.440208982789,eval,180.34784458181173,908.9524642256176
2025-05-25,none,35334.03508220223,0.0,3674.466334462764,756.827545429665,39008.50141666499,10100.041786030275,eval,186.95882452534235,438.857697293616
2025-05-26,none,33802.65298469688,0.0,15136.206136764738,4909.643705034349,48938.85912146162,9829.004416788166,eval,121.53224639993591,403.892929006122
2025-05-27,none,33419.30148545464,0.0,2265.968759204797,530.9504874110372,35685.27024465944,9147.50582322519,eval,322.77594865308697,915.8101430682524
2025-05-28,none,35839.39986020251,0.0,0.0,0.0,35839.39986020251,9863.792211941927,eval,372.63094974101125,947.1468841100123
2025-05-29,none,33744.37424037572,0.0,11062.17638990439,2656.0359984130655,44806.55063028011,10051.564894854464,eval,331.27967552264596,779.9727547118764
2025-05-30,none,14518.336640820176,0.0,781.8333745998326,164.13592825920477,15300.17001542001,10047.802593239556,eval,36.043597350164134,154.70709975458334
2025-05-31,none,15854.325307743646,0.0,26.55321643367786,11.963602808595567,15880.878524177324,10334.006232435586,eval,68.21113284428077,239.86509044898867
2025-06-01,none,46173.46525354626,0.0,18428.955152819748,3291.62048735149,64602.42040636601,8613.29646834674,eval,128.1015242880997,335.0160811531011
2025-06-02,none,48174.57445246268,0.0,9262.462392762893,1420.7252738180368,57437.03684522557,7390.0306497255015,eval,217.18342115958043,492.0903292699554
2025-06-03,none,43311.33725055896,0.0,15846.993875344247,2788.0750850235363,59158.331125903205,6823.505018447501,eval,460.36423105581616,1322.9930941680798
2025-06-04,none,56149.73298442975,0.0,819.7006626248432,320.18916876794503,56969.43364705459,9913.342482441321,eval,478.86212898821975,1298.365762683725
2025-06-05,none,47613.96075656007,0.0,11234.937765103517,2538.938813803299,58848.898521663585,9667.388957266596,eval,177.46969069390133,582.0280716385655
2025-06-06,none,18469.70071495696,0.0,15198.463305245168,3095.7862935021785,33668.16402020213,8421.319376862466,eval,207.543138108405,614.0602065077409
2025-06-07,none,21463.66654989248,0.0,10554.171405351686,1783.5747906624633,32017.83795524417,9094.012876188966,eval,403.27015252006106,895.9534128381247
2025-06-08,none,46511.223850460876,0.0,10145.222871893006,2754.4608624368625,56656.44672235388,10258.807776339447,eval,125.74544437950166,284.96477572163155
2025-06-09,none,51383.836495422875,0.0,0.0,0.0,51383.836495422875,10693.592002999823,eval,189.15796007860482,428.15686032268593
2025-06-10,none,48459.777033711325,0.0,8.882494739737012e-14,2.1316282072803006e-14,48459.777033711325,9111.063609251849,eval,199.4835129976651,482.3418571884129
2025-06-11,none,50684.3820055588,0.0,11707.452235271849,4193.756688747684,62391.83424083065,10656.875282167564,eval,423.311590615804,1488.848808237412
2025-06-12,none,49560.8051488171,0.0,0.0,0.0,49560.8051488171,9931.629355235316,eval,162.60850669335224,516.6708530707438
2025-06-13,none,25100.503670796686,0.0,0.0,0.0,25100.503670796686,10788.547254549501,eval,79.60258718279061,308.63400092727125
2025-06-14,none,24021.19840119997,0.0,0.0,0.0,24021.19840119997,10800.0,eval,99.02328769238048,513.7602459383723
2025-06-15,none,45680.19097950669,0.0,9794.567931808424,3620.56288728849,55474.75891131511,10491.809019544347,eval,219.84175622461757,521.6286190510025
2025-06-16,none,48706.882340597964,0.0,5495.629776625297,1120.621570450508,54202.51211722326,9855.841110025556,eval,207.34525532628214,519.5388099819085
2025-06-17,none,49103.504243159565,0.0,3826.283500977299,1203.120765798907,52929.78774413686,7025.226730956026,eval,349.8199512898009,898.7872736319971
2025-06-18,none,50840.94296829296,0.0,0.0,0.0,50840.94296829296,10671.971037278388,eval,823.9900118484559,2611.195490919673
2025-06-19,none,47780.32816370879,0.0,5053.050689685426,1043.1504074304949,52833.37885339422,9119.309966355373,eval,258.5689955779229,594.8957640420135
2025-06-20,none,21299.538556028834,0.0,0.0,0.0,21299.538556028834,10307.809567969882,eval,61.85592753773351,150.39641335142605
2025-06-21,none,20029.060407956596,0.0,423.12444967552904,127.93806592317534,20452.184857632124,10800.0,eval,148.9885773568864,463.4468191674432
2025-06-22,none,44544.711365971336,0.0,7333.6780350768295,1897.2644379793976,51878.38940104817,10168.424137762828,eval,238.93586232768925,584.808188888969
2025-06-23,none,47064.43483876169,0.0,5117.4959327165225,1341.160123994141,52181.93077147821,10119.324345851663,eval,385.54090185075216,1267.0870682060076
2025-06-24,none,53356.98586010487,0.0,3874.4462443351495,840.4400365745016,57231.43210444002,10439.261953895286,eval,797.8085981247907,2744.0628530854183
2025-06-25,none,46284.251325125726,0.0,7247.901227265822,1736.5956522016836,53532.15255239155,8696.728231607101,eval,496.99423908768114,1397.7366318056995
2025-06-26,none,46859.21841012033,0.0,10221.952951811092,2853.8510060107046,57081.171361931425,9982.563232159286,eval,445.1519911107959,1257.7708789595988
2025-06-27,none,19959.32168181061,0.0,749.7072580450969,358.5937122466638,20709.028939855707,10098.686949623416,eval,147.85332589268722,499.39740301101153
2025-06-28,none,19289.07168559911,0.0,639.5038182134996,157.1816530451193,19928.575503812608,10093.369830787882,eval,81.69900618250138,256.65301304159556
2025-06-29,none,45150.28328759147,0.0,16651.613645578702,4368.1465808937,61801.89693317017,8182.560632660231,eval,377.5429609835021,1156.4484813487945
2025-06-30,none,47910.911904520486,0.0,4.274340881238459e-13,1.7053025658242404e-13,47910.911904520486,9623.320715406762,eval,702.141934482315,1896.998122579656
2025-07-01,none,40078.30306792263,0.0,58291.60069287096,17144.48042195939,98369.90376079359,6194.485287737957,eval,493.62712700562025,1274.4223610063386
2025-07-02,none,51743.571374112274,0.0,0.0,0.0,51743.571374112274,9245.008580890208,eval,154.08507955990473,426.10037785665247
2025-07-03,none,55099.13845450655,0.0,2799.561978994939,705.5152748123628,57898.70043350149,10109.353097984313,eval,532.1857946023013,1630.5895883058813
2025-07-04,none,21986.50867641029,0.0,22040.632151485035,6492.319423307387,44027.140827895324,7371.698438576901,eval,151.74996777980238,766.4488493921406
2025-07-05,none,24099.828154502058,0.0,19192.670190534176,5544.871791530732,43292.498345036234,8634.313706347024,eval,339.2903673481352,886.4403015345797
2025-07-06,none,54502.11839252161,0.0,14464.313938824009,3695.0065603149355,68966.43233134563,9762.46797552912,eval,1342.4633277501982,4436.25260722565
2025-07-07,none,56328.243741507256,0.0,151.55493242003422,30.549270796217346,56479.79867392729,10800.0,eval,198.8892179974689,470.1704252271978
2025-07-08,none,60639.487344574314,0.0,0.0,0.0,60639.487344574314,10800.0,eval,305.22385859778535,844.8176324422427
2025-07-09,none,55334.44509534926,0.0,0.0,0.0,55334.44509534926,10085.351506900795,eval,212.70274358828834,482.97591854143747
2025-07-10,none,52377.30426357138,0.0,1402.6918252981968,285.9836280391308,53779.99608886958,9892.397656872157,eval,1291.5933834807854,3663.0992944886107
2025-07-11,none,31280.493291908497,0.0,0.0,0.0,31280.493291908497,10800.0,eval,69.85589416278043,175.62945270842627
2025-07-12,none,28237.15738999166,0.0,904.2361435475057,231.33769603170185,29141.393533539165,9468.85646259316,eval,177.20172239777534,776.0914983450001
2025-07-13,none,54644.41473512612,0.0,103.14083009435612,15.300523675175214,54747.55556522048,10173.091386174925,eval,401.4639030487055,1016.1049735361582
2025-07-14,none,48286.29900213539,0.0,7243.036036155474,1431.0629342348434,55529.33503829087,9807.558949393324,eval,143.42494279658837,327.9163344536374
2025-07-15,none,52858.138595256125,0.0,0.0,0.0,52858.138595256125,10800.0,eval,179.12764648332245,481.21756053456465
